CloudFraction,Latitude,Longitude,ScanTime
100.000000,-3.641231,-60.522228,1403639470
100.000008,-3.236736,-60.630268,1389554428
0.000000,0.000000,0.000000,0
24.765141,-3.220096,-60.585457,1407570103
99.999992,-3.191286,-60.624020,1451074010
0.000000,0.000000,0.000000,0
24.729137,-0.520975,-60.231567,1412233591
100.000000,-3.246700,-60.629623,1393962583
0.000000,0.000000,0.000000,0
98.948616,-3.242703,-60.612961,1400441644
100.000000,-3.206538,-60.556351,1395472627
100.000008,-3.230366,-60.580452,1446621520
89.763428,-3.049244,-61.128632,1447143522
54.190994,-3.225858,-60.591705,1389815353
71.076965,-4.399347,-60.430481,1388432986
100.000000,-3.236180,-60.616287,1395561721
100.000000,-3.205947,-60.585239,1416902913
100.000000,-3.215736,-60.569588,1425452368
100.000000,-3.201092,-60.594505,1388044476
92.395638,-3.239086,-60.609161,1420228242
97.542198,-3.247945,-60.585052,1431676169
99.460243,-3.229300,-60.578514,1429472013
0.000000,0.000000,0.000000,0
98.647858,-3.234216,-60.549149,1412233510
100.000000,-3.198064,-60.593140,1445328055
100.000000,-3.229811,-60.617695,1406620869
79.273201,-3.232749,-60.574657,1436383956
2.128930,-3.263863,-60.688927,1439842822
93.693573,-3.279089,-60.691723,1434740470
0.000000,0.000000,0.000000,0
28.347673,-3.204773,-60.597427,1407742245
0.000000,0.000000,0.000000,0
78.437141,-3.206741,-60.582729,1445627713
100.000000,-3.230949,-60.621376,1438327104
100.000000,-3.234732,-60.595482,1416469699
100.000000,-3.189178,-60.690655,1423037623
0.000000,0.000000,0.000000,0
0.000000,0.000000,0.000000,0
98.836197,-3.431387,-60.530365,1433707979
80.928558,-3.312138,-60.687439,1446754867
100.000000,-3.238341,-60.568336,1401263402
73.638481,-3.197617,-60.728168,1414743142
100.000000,-3.835770,-60.477234,1448137143
100.000008,-3.221529,-60.630615,1392708053
100.000008,-3.227425,-60.569027,1419667694
100.000000,-3.210719,-60.599041,1426968175
86.685349,-3.228271,-60.631996,1410767975
100.000008,-3.223085,-60.631588,1407398205
100.000000,-2.233687,-60.442204,1389771069
39.123909,-3.207267,-60.617256,1406404183
98.169067,-3.241284,-60.587936,1400874729
0.000000,0.000000,0.000000,0
100.000000,-3.019597,-59.604275,1421693707
65.741936,-3.201151,-60.565983,1421954804
100.000000,-3.255318,-60.559429,1430898830
99.277557,-3.219496,-60.624611,1437377812
44.636711,-3.207609,-60.585678,1443123832
100.000000,-3.196603,-60.642643,1412838732
0.000000,0.000000,0.000000,0
88.892685,-3.211311,-60.619659,1391886203
0.000000,0.000000,0.000000,0
0.000000,-3.204190,-60.550133,1442563278
91.339188,-3.270983,-60.567127,1422648900
100.000008,-3.205910,-60.541626,1411589739
0.000000,0.000000,0.000000,0
100.000008,-3.240628,-60.593014,1427701105
88.505928,-3.237455,-60.643475,1415819937
100.000008,-3.229971,-60.570084,1390981453
0.000000,0.000000,0.000000,0
0.000000,0.000000,0.000000,0
84.325836,-3.221989,-60.610249,1447181971
0.000000,0.000000,0.000000,0
0.000000,0.000000,0.000000,0
23.213308,-3.191763,-60.580185,1407958750
100.000000,-3.181711,-60.590797,1394523460
100.000000,-2.558684,-60.527939,1422687671
98.481773,-3.212005,-60.513599,1384719029
100.000008,-3.223933,-60.605221,1394867554
0.000000,0.000000,0.000000,0
100.000000,-3.153320,-60.675419,1421655221
62.317398,-3.229716,-60.549297,1407525491
0.000000,0.000000,0.000000,0
69.911003,-2.997743,-59.603722,1412016987
63.801655,-3.207140,-60.653889,1408863636
0.000000,0.000000,0.000000,0
99.999992,-3.194052,-60.684219,1421305121
100.000008,-3.235432,-60.594902,1403856089
100.000000,-3.234982,-60.575325,1434829521
0.000000,0.000000,0.000000,0
100.000000,-3.228240,-60.634418,1390204095
96.276688,-3.196641,-60.609215,1412538875
0.000000,0.000000,0.000000,0
100.000008,-3.193888,-60.652573,1416297720
0.000000,0.000000,0.000000,0
100.000000,-3.234053,-60.495132,1388127678
0.000000,-3.276351,-60.512814,1440403569
100.000000,-3.206448,-60.610096,1419017892
100.000000,-3.181746,-60.598022,1389987494
100.000000,-3.199563,-60.598122,1408780529
100.000000,-3.172332,-60.646683,1447398740
100.000008,-3.212779,-60.517776,1432109317
0.000000,0.000000,0.000000,0
90.305504,-3.217312,-60.639435,1393873630
99.999992,-3.211735,-60.554375,1451329175
100.000000,-3.193315,-60.645077,1386012391
100.000000,-3.164185,-60.663445,1438499208
90.216705,-3.191079,-60.520710,1415736880
0.000000,0.000000,0.000000,0
99.999992,-3.188184,-60.604774,1397504606
100.000015,-3.197331,-60.636463,1390548390
85.739761,-3.215499,-60.527580,1433880263
100.000008,-3.265077,-60.537937,1396466408
100.000008,-3.207775,-60.578056,1429344517
100.000000,-3.054838,-61.161415,1422260453
100.000000,-3.237875,-60.601421,1412883076
0.000000,0.000000,0.000000,0
100.000000,-3.235427,-60.562862,1446493774
93.988541,-3.235916,-60.591518,1444850348
99.999992,-3.215253,-60.636547,1388171918
100.000000,-3.226102,-60.611904,1429905052
100.000000,-3.201006,-60.621880,1429210953
0.000000,0.000000,0.000000,0
100.000000,-1.442968,-60.273602,1450940643
100.000000,-3.246974,-60.528507,1397027154
0.000000,0.000000,0.000000,0
100.000000,-3.192602,-60.562965,1385451817
86.434868,-3.180496,-60.575829,1405537892
100.000000,-2.109027,-60.409264,1433663750
0.000000,0.000000,0.000000,0
59.292000,-3.269644,-60.575500,1411933838
43.409012,-3.222697,-60.558441,1438244019
20.011158,-3.213444,-60.671097,1402690056
100.000000,-3.201302,-60.528217,1416986007
75.155411,-3.307535,-60.740055,1392841283
82.385483,-3.207619,-60.693581,1409079953
100.000000,-3.233685,-60.608467,1449042143
0.000000,0.000000,0.000000,0
49.671337,-3.154402,-60.540520,1401912992
100.000008,-3.224494,-60.568844,1397460328
100.000008,-3.218550,-60.661873,1390936822
99.272797,-3.211192,-60.586861,1386745201
82.259766,-3.232350,-60.655109,1450551933
94.704369,-3.215340,-60.709972,1391108852
100.000000,-3.236575,-60.621567,1434052184
100.000000,-3.161307,-60.544830,1396383272
100.000000,-3.061132,-61.139942,1397377150
30.579006,-3.211998,-60.591404,1408996951
96.038544,-3.193139,-60.603336,1390420552
100.000000,-3.220455,-60.537430,1396249948
0.000000,0.000000,0.000000,0
100.000000,-3.242536,-60.550877,1428650312
0.000000,0.000000,0.000000,0
100.000008,-3.053289,-61.285984,1384935571
100.000008,-3.247895,-60.574066,1401435492
27.258663,-3.185006,-60.584805,1402429111
100.000000,-2.896920,-60.460430,1426834808
86.207680,-3.203199,-60.662270,1447787329
29.851988,-3.244706,-60.665039,1441480349
73.158813,-3.203185,-60.606895,1433185903
3.431203,-3.247689,-60.685001,1442862785
0.000000,0.000000,0.000000,0
100.000000,-4.101517,-60.459316,1450985130
82.229019,-3.202569,-60.626823,1411545236
67.559143,-3.206201,-60.566776,1390376250
100.000000,-3.234929,-60.582958,1444805924
91.298050,-3.231816,-60.640175,1424719511
88.731323,-3.207286,-60.592453,1413832385
100.000000,-3.224959,-60.631020,1425668927
100.000000,-3.214183,-60.592525,1417852189
100.000000,-3.222641,-60.602627,1426535077
100.000000,-3.211027,-60.617928,1422776583
100.000000,-2.456444,-60.473328,1399103687
100.000008,-3.205227,-60.594208,1412622128
100.000008,-3.207438,-60.546814,1450252551
100.000000,-3.283844,-60.595810,1385929237
100.000000,-3.024990,-59.601364,1431370506
100.000000,-3.193799,-60.616333,1395345060
100.000000,-3.184530,-60.557999,1387483795
99.999992,-3.210953,-60.522224,1401174324
63.990273,-3.216496,-60.610294,1419190013
100.000015,-3.221925,-60.610729,1417074978
0.000000,0.000000,0.000000,0
100.000008,-3.238990,-60.595757,1447099051
100.000008,-3.223106,-60.601906,1424980720
0.000000,-3.217073,-60.571217,1408608432
100.000000,-3.215347,-60.620575,1432064724
100.000008,-3.181520,-60.587345,1433230652
92.495125,-3.198074,-60.568600,1391713991
100.000000,-3.204172,-60.580929,1427095949
100.000000,-3.200089,-60.602047,1418024178
99.999992,-3.228833,-60.651138,1438460423
99.786072,-3.189954,-60.615444,1432669893
100.000015,-3.182689,-60.621040,1430638040
100.000000,-3.235230,-60.597080,1388216549
91.703232,-3.240937,-60.633980,1416769242
100.000008,-3.187539,-60.575752,1420916570
95.782066,-3.229476,-60.622517,1447615211
100.000008,-3.239315,-60.562222,1451634983
42.497868,-3.218976,-60.618973,1437594245
100.000008,-3.193417,-60.597797,1431026396
96.196724,-3.248116,-60.619781,1396033371
64.453522,-3.195284,-60.569931,1406232087
100.000000,-3.165181,-60.524239,1417119341
40.172237,-3.242691,-60.686562,1403550444
99.033142,-3.112112,-60.480892,1430166131
100.000000,-3.303127,-60.509190,1427184878
100.000008,-3.208066,-60.646133,1414826416
91.230240,-3.218224,-60.576942,1405710104
100.000000,-3.217364,-60.591236,1389254882
65.881813,-3.205669,-60.590958,1440703215
99.999985,-3.231011,-60.588203,1412927509
99.999992,-3.201059,-60.568302,1439925805
82.186569,-3.248024,-60.549664,1424503153
32.691601,-3.218083,-60.677490,1431720452
0.000000,0.000000,0.000000,0
99.379524,-3.204599,-60.522503,1441180766
44.234165,-3.204235,-60.567863,1420661350
0.000000,0.000000,0.000000,0
100.000000,-3.223519,-60.574509,1449863814
100.000000,-3.205073,-60.516003,1415131700
3.282433,-3.247099,-60.576935,1441525074
38.287041,-3.158355,-60.494987,1410462404
100.000008,-3.196984,-60.610508,1432625463
68.391769,-2.168744,-60.524296,1428217144
81.334808,-3.228725,-60.572941,1428306132
99.999992,-3.206710,-60.544281,1398237416
99.999985,-3.213516,-60.621349,1410162794
100.000008,-3.192429,-60.597603,1412450032
67.800224,-3.181466,-60.667549,1436861563
90.481606,-3.186046,-60.610664,1414265463
40.545479,-3.228725,-60.645439,1409602064
86.654907,-3.211987,-60.602791,1390503694
82.797829,-3.227206,-60.558224,1447704218
94.676781,-3.209771,-60.646927,1446926852
100.000000,-3.210078,-60.569473,1398065385
0.000000,0.000000,0.000000,0
0.000000,0.000000,0.000000,0
0.000000,0.000000,0.000000,0
100.000000,-3.227485,-60.579475,1422731956
100.000000,-3.088193,-61.157135,1423642772
2.810385,-3.226326,-60.649124,1405926751
77.983948,-3.205383,-60.558247,1409557678
100.000008,-3.233597,-60.631947,1413099834
4.269014,-3.215104,-60.640476,1439104323
100.000000,-0.640441,-60.243134,1409468749
0.000000,-3.207786,-60.657684,1439709435
0.000000,0.000000,0.000000,0
100.000000,-3.154493,-60.526798,1422903990
100.000008,-3.192410,-60.571873,1408175382
99.999992,-3.192452,-60.611755,1385107610
98.294991,-3.214726,-60.586906,1388777171
85.564957,-3.167934,-60.514908,1425063607
100.000000,-2.385850,-60.477795,1435046086
100.000000,-3.229475,-60.661610,1426274081
77.534637,-3.207630,-60.649841,1388949240
62.343216,-3.197263,-60.607365,1435434709
15.759609,-3.202317,-60.624153,1440014947
97.804489,-3.265498,-60.537865,1437638807
0.000000,0.000000,0.000000,0
100.000000,-3.229336,-60.622952,1395300595
100.000000,-2.993876,-59.635460,1399575315
100.000000,-3.216234,-60.615437,1451029632
100.000000,-2.744003,-60.518066,1409124587
100.000008,-3.076609,-61.073792,1425025202
100.000000,-4.126749,-60.479004,1391197807
0.000000,0.000000,0.000000,0
70.438354,-3.167051,-60.555130,1421349539
100.000000,-3.241929,-60.614151,1430854342
100.000000,-3.190184,-60.605263,1421566180
100.000000,-0.711756,-60.258488,1410851128
98.856880,-3.147574,-60.556747,1427401367
100.000008,-3.232058,-60.581394,1384585666
93.278801,-3.217233,-60.575706,1414354492
0.000000,0.000000,0.000000,0
84.236542,-3.233639,-60.550102,1441008826
4.745989,-3.205935,-60.599812,1440142587
100.000000,-3.249493,-60.573822,1391325559
0.000000,0.000000,0.000000,0
99.999992,-3.221904,-60.601234,1447659637
100.000000,-3.141288,-60.667786,1407481169
87.810661,-3.218840,-60.558319,1422215811
84.661018,-3.231164,-60.615173,1418196156
0.000000,-3.244908,-60.597137,1402817892
39.932671,-2.409039,-60.491177,1406359849
100.000008,-3.206144,-60.517548,1430121787
46.905136,-3.229505,-60.721889,1413577329
60.594341,-3.196146,-60.523705,1387566811
99.999992,-3.177137,-60.637276,1425369295
0.000000,0.000000,0.000000,0
100.000000,-3.242402,-60.617706,1397332670
64.683861,-3.190822,-60.578239,1390331599
100.000000,-3.235827,-60.631210,1416686195
69.999481,-3.193396,-60.583778,1440919803
0.000000,0.000000,0.000000,0
100.000000,-3.265754,-60.680965,1390076470
0.000000,0.000000,0.000000,0
100.000008,-3.218446,-60.582199,1414049073
100.000008,-3.150597,-60.696575,1429599741
62.564117,-3.202782,-60.589451,1438632523
100.000000,-3.223651,-60.629677,1431631553
0.000000,0.000000,0.000000,0
52.847893,-3.232476,-60.578735,1442085565
100.000000,-3.230161,-60.509304,1391497547
0.000000,0.000000,0.000000,0
89.133530,-3.238142,-60.642025,1386961633
100.000000,-3.076597,-61.136871,1445761101
100.000000,-3.247587,-60.581635,1447054585
100.000008,-3.073014,-61.129536,1401524332
41.582466,-3.189065,-60.601055,1403250864
100.000000,-3.232640,-60.562515,1395733795
99.999992,-3.221912,-60.572620,1394090181
0.000000,-3.226113,-60.625145,1441091813
100.000000,-3.232076,-60.587536,1403034276
0.000000,0.000000,0.000000,0
100.000008,-3.223794,-60.599648,1401479910
25.256676,-3.212815,-60.553982,1437810993
77.331146,-3.231536,-60.566013,1405582685
0.000000,0.000000,0.000000,0
24.852680,-3.206366,-60.544212,1434268882
99.999992,-3.048689,-61.067921,1441614006
99.999992,-3.123430,-60.514591,1426446084
100.000000,-3.203681,-60.604370,1416858266
77.457764,-3.220484,-60.581684,1448309313
31.178837,-3.194443,-60.598511,1417463435
99.999992,-3.193775,-60.582066,1440964127
100.000000,-3.167744,-60.662437,1416125716
100.000000,-3.191293,-60.602577,1451373984
100.000008,-3.039307,-59.545700,1450724172
100.000000,-4.118539,-60.489517,1431026364
100.000000,-3.243188,-60.591228,1407181423
100.000000,-3.182616,-60.600124,1416641825
100.000008,-3.208843,-60.685123,1416514189
49.193989,-3.221035,-60.534477,1397632503
38.864220,-3.234457,-60.519115,1409468734
100.000000,-3.259504,-60.701977,1437078038
100.000008,-3.170552,-60.674225,1410246106
0.000000,-1.492812,-60.368271,1436772565
100.000015,-2.953197,-59.594585,1405105036
81.698257,-3.207649,-60.568695,1420444910
15.005236,-3.187629,-60.591473,1447831680
0.000000,0.000000,0.000000,0
93.605972,-3.180897,-60.547398,1394223542
93.435303,-3.193433,-60.623528,1414870702
100.000000,-3.244188,-60.507725,1426834808
19.312866,-3.216613,-60.578545,1416253124
100.000000,-3.148469,-60.666943,1424070019
100.000008,-3.229213,-60.618721,1423553876
85.128540,-3.184770,-60.605530,1392752309
0.000000,0.000000,0.000000,0
46.418419,-3.208659,-60.525951,1434485445
57.131233,-3.127215,-60.474648,1388694066
95.913353,-3.671803,-60.532986,1448220308
99.999985,-3.175384,-60.613178,1395389533
77.310471,-3.232798,-60.627930,1408952541
100.000000,-2.618286,-60.528114,1399186849
49.673740,-3.233290,-60.670334,1434568422
79.015900,-3.235736,-60.597958,1411717340
50.414719,-3.216848,-60.574032,1400097419
100.000000,-2.630154,-60.506241,1425369307
0.000000,0.000000,0.000000,0
100.000000,-3.193619,-60.559036,1419578665
0.000000,0.000000,0.000000,0
100.000000,-3.205610,-60.625927,1423986879
99.999992,-3.235699,-60.604752,1424203276
92.989899,-3.223415,-60.575535,1418673739
100.000000,-3.202999,-60.575279,1447920789
0.000000,0.000000,0.000000,0
93.991730,-4.678246,-60.353222,1387050565
100.000000,-3.246788,-60.510719,1390115140
99.999992,-3.220542,-60.588085,1417507936
100.000000,-3.201768,-60.611641,1400830208
93.770691,-3.236789,-60.596008,1443773576
78.770523,-3.261446,-60.721748,1396988465
100.000000,-3.235917,-60.598640,1386401055
83.020699,-3.238875,-60.693539,1450901935
100.000000,-3.232440,-60.564857,1389643309
100.000008,-3.202940,-60.631821,1393096466
0.000000,0.000000,0.000000,0
100.000000,-3.193423,-60.576500,1420616947
45.851349,-3.232172,-60.574875,1442391122
100.000008,-3.191921,-60.614517,1417591145
62.902718,-3.216353,-60.625427,1414698621
60.293289,-3.212012,-60.594898,1409685273
99.999985,-2.965596,-59.613808,1400957621
69.134735,-3.198237,-60.585030,1442779790
7.384993,-3.240871,-60.553421,1403767155
98.007210,-1.250778,-60.326694,1388388649
99.999992,-3.192677,-60.630825,1434224256
99.999992,-3.234449,-60.575996,1428045097
24.347349,-3.178742,-60.583954,1396727387
94.108948,-3.214569,-60.525368,1419145598
0.000000,0.000000,0.000000,0
99.999992,-3.215898,-60.584625,1421394131
82.421684,-3.229838,-60.603203,1404244636
100.000000,-3.205547,-60.573204,1413271800
100.000000,-3.174227,-60.648521,1427962058
88.545105,-3.225700,-60.624382,1405193895
95.936485,-3.222021,-60.613045,1451418287
100.000000,-3.188403,-60.570625,1431848149
